action,new_state,reward,state
22.0,"[ 40 220 320  40 180 260  60 200 280  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   0   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]",-2.7079478117346296,"[ 40 220 320  40 180 260  60 200 280  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   0   0   1   0   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]"
40.0,"[ 40 220 320  40 180 260  60 200 280  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]",-3.570350087542886,"[ 40 220 320  40 180 260  60 200 280  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   0   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]"
49.0,"[ 40 220 320  40 180 260  60 200 260  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]",-3.4521222088878907,"[ 40 220 320  40 180 260  60 200 280  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]"
95.0,"[ 40 220 320  40 180 260  60 200 260  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-2.8473673533135413,"[ 40 220 320  40 180 260  60 200 260  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   1   1   1   1   1   1]"
72.0,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-1.6173697634754975,"[ 40 220 320  40 180 260  60 200 260  60 200 340   0 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
40.0,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-3.1915990035088573,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
2.0,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-3.9073006526419434,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  40  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
55.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-2.2829012317716812,"[ 40 220 320  40 180 260  60 200 260  60 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
10.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-2.3200393887143527,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   0   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
45.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-3.0799485480494377,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  38  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
41.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-1.1145236669424037,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   1   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
95.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.9661164107018959,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
47.0,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-1.4285958990528762,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
31.0,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.8470783087367011,"[ 40 220 320  40 180 260  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
74.0,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]",-1.03064134674362,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
53.0,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-1.2125675059907841,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   1   0   0   0
   1   1   0   0   1   1   1   1   1]"
121.0,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.19720016785071112,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
29.0,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.014674497010348682,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
60.0,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.3332164067852829,"[ 40 220 320  40 180 240  60 200 260  40 200 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
124.0,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.5191079326802405,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
100.0,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.1993907915780443,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
120.0,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.33654802955983715,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 300  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
13.0,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.2690757221369702,"[ 40 220 320  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
124.0,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.05694052129464238,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
34.0,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.4318083817915114,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
13.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.21493059273404314,"[ 40 220 300  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
26.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.2082288148535088,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
124.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.0662448899208322,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
76.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.012384213576189618,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
100.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.48507467706808693,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
65.0,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.19880184281461125,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
48.0,"[ 40 220 280  40 180 240  60 200 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.8183665756822989,"[ 40 220 280  40 180 240  60 200 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
42.0,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.30031989396876646,"[ 40 220 280  40 180 240  60 200 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
63.0,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.03739745971883031,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  38  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
65.0,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.022966016507857512,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
75.0,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.09510890026152934,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
49.0,"[ 40 220 280  40 180 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.005726924704359863,"[ 40 220 280  40 180 240  60 220 280  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
95.0,"[ 40 220 280  40 180 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.2239516187113067,"[ 40 220 280  40 180 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
24.0,"[ 40 220 280  40 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.2884251990788258,"[ 40 220 280  40 180 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
74.0,"[ 40 220 280  40 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",-0.026053596710077592,"[ 40 220 280  40 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  38  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
19.0,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.19169775300686487,"[ 40 220 280  40 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
100.0,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]",0.33980255715043145,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
119.0,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",0.615356044262684,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   1   1]"
5.0,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",3.7381126376389027,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   1   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
112.0,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",4.315721708798932,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
61.0,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",2.9558392925062074,"[ 40 220 280  20 200 240  60 220 260  40 220 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
2.0,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",2.583425158211357,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  42  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
29.0,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",3.8626039987074128,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
98.0,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",3.6973261018792023,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
