action,new_state,reward,state
25.0,"[ 40 220 280  20 180 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]",3.335558401235532,"[ 40 220 280  20 200 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
70.0,"[ 40 220 280  20 180 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]",2.380239259509013,"[ 40 220 280  20 180 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   0
   1   1   0   0   1   1   1   0   1]"
67.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]",2.387435301750713,"[ 40 220 280  20 180 240  60 220 260  40 200 340  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]"
85.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]",0.5116627803618669,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 340  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]"
52.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.14293157309775345,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   0   0   0   1
   1   1   0   0   1   1   1   0   1]"
93.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",-0.20308085992556021,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
31.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.864546141589988,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
27.0,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",-0.07242306666366395,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  46  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
61.0,"[ 40 220 280  20 180 240  60 220 260  40 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.43402884563390864,"[ 40 220 280  20 180 240  60 220 260  40 200 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
112.0,"[ 40 220 280  20 180 240  60 220 260  40 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.27438551262346705,"[ 40 220 280  20 180 240  60 220 260  40 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
54.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.8087233928579456,"[ 40 220 280  20 180 240  60 220 260  40 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
121.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",0.2144251039252885,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 320  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
28.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]",-0.7457497731632123,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   0   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
88.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-0.20758188058664284,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   0   0   1   1   1   0   1]"
32.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-1.731995680045412,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  44  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
70.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-1.3803645682212877,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
95.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-1.1657802425232588,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
44.0,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-0.12838386723603767,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  36  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
19.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-0.2806428463323895,"[ 40 220 280  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
31.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-0.336462984742832,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
50.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-0.7917928809146312,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  36  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
16.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-4.741166851099888,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   0   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
16.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-4.190586673487356,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
42.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]",-3.2754626122111734,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
53.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   1   1   0   1   1   1   0   1]",-1.440898895776971,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   1   0   0   1
   1   1   1   0   1   1   1   0   1]"
83.0,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-2.2031474552218606,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   1   1   0   1   1   1   0   1]"
13.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-2.702059851807636,"[ 40 220 280   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
10.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-3.508533132679453,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
46.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.3250809161793535,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   0   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
21.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.346344065062273,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  38  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
114.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 200 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.766750681771923,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
115.0,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.507769745014294,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 200 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
18.0,"[ 40 220 260  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.440432049233397,"[ 40 220 260   0 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
22.0,"[ 40 220 260  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]",-4.7508754120997265,"[ 40 220 260  20 180 240  60 220 260  60 180 320  20 120 320  60 180 280
   0 180 300  44  38  40  36  44  46  46  38  38  42  36  38  40  42  46
  36  38  44  44  38  36   0   1   1   1   1   1   0   1   0   0   0   1
   1   0   1   0   1   1   1   0   1]"
